property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
1034,"д. Чикола, наб. Заливная, д. 1/7, 694306",Дом,26.1,5,15,1955,55:27:590636:904,"[{""owner_id"": 298, ""share"": 1.0}]"
1035,"п. Невьянск, пер. Ветеранов, д. 3 к. 2, 853700",Дом,110.1,5,7,1994,77:59:637966:65,"[{""owner_id"": 142, ""share"": 0.89}, {""owner_id"": 5, ""share"": 0.11}]"
1036,"к. Тутаев, наб. Высотная, д. 6/4 стр. 919, 425542",Дом,138.1,5,11,2008,27:45:923091:781,"[{""owner_id"": 78, ""share"": 1.0}]"
1037,"п. Сасово, ш. Дружбы, д. 65 к. 778, 860203",Квартира,184.9,4,13,2010,87:94:289136:590,"[{""owner_id"": 202, ""share"": 1.0}]"
1038,"г. Красная Поляна, пр. Строительный, д. 995, 639928",Коммерческое,78.3,5,12,2024,89:61:170852:47,"[{""owner_id"": 260, ""share"": 0.31}, {""owner_id"": 270, ""share"": 0.69}]"
1039,"п. Торжок, алл. Магистральная, д. 3 к. 6, 291796",Квартира,37.4,1,16,2010,51:39:909231:828,"[{""owner_id"": 82, ""share"": 1.0}]"
1040,"г. Ростов, алл. Омская, д. 98, 700510",Дом,186.0,1,20,1982,24:14:987936:768,"[{""owner_id"": 122, ""share"": 0.68}, {""owner_id"": 54, ""share"": 0.15}, {""owner_id"": 90, ""share"": 0.17}]"
1041,"к. Находка, ул. Кавказская, д. 122 стр. 575, 416487",Коммерческое,133.6,1,6,1991,23:99:571345:387,"[{""owner_id"": 192, ""share"": 1.0}]"
1042,"г. Курск, пр. Украинский, д. 6/1 к. 752, 442036",Коммерческое,56.0,3,16,2006,96:46:336450:207,"[{""owner_id"": 294, ""share"": 1.0}]"
1043,"д. Невьянск, бул. Севастопольский, д. 60 к. 3/4, 680601",Квартира,35.5,1,21,1962,36:14:949355:144,"[{""owner_id"": 223, ""share"": 0.75}, {""owner_id"": 271, ""share"": 0.25}]"
1044,"с. Шадринск, алл. Элеваторная, д. 8/2, 858197",Квартира,81.3,5,16,1974,36:83:967776:486,"[{""owner_id"": 185, ""share"": 0.55}, {""owner_id"": 209, ""share"": 0.45}]"
1045,"к. Балашов, ул. Космодемьянской, д. 8/3 стр. 692, 920182",Коммерческое,182.0,2,3,2006,64:90:494388:895,"[{""owner_id"": 183, ""share"": 1.0}]"
1046,"п. Кинешма, алл. Химиков, д. 449 стр. 6/9, 915855",Квартира,160.8,3,4,1965,73:39:153979:616,"[{""owner_id"": 41, ""share"": 1.0}]"
1047,"с. Каспийск, бул. Сурикова, д. 349 стр. 875, 142487",Квартира,167.8,3,9,1999,55:18:265531:992,"[{""owner_id"": 12, ""share"": 1.0}]"
1048,"п. Орехово-Зуево, наб. Российская, д. 31, 977367",Коммерческое,63.5,5,20,2014,49:61:748696:59,"[{""owner_id"": 274, ""share"": 1.0}]"
1049,"ст. Красноярск, алл. Фрунзе, д. 55 к. 9/8, 965715",Коммерческое,104.8,3,21,1953,14:53:541875:268,"[{""owner_id"": 57, ""share"": 1.0}]"
1050,"п. Томск, бул. Московский, д. 19 стр. 94, 424796",Квартира,56.8,3,25,1957,40:73:176453:825,"[{""owner_id"": 31, ""share"": 1.0}]"
1051,"клх Белогорск (Амур.), наб. Зеленая, д. 865 стр. 77, 426622",Коммерческое,187.3,5,16,1966,44:15:209116:37,"[{""owner_id"": 19, ""share"": 0.86}, {""owner_id"": 178, ""share"": 0.06}, {""owner_id"": 37, ""share"": 0.08}]"
1052,"д. Елатьма, алл. Коммуны, д. 20, 015273",Коммерческое,83.0,4,10,1979,12:17:127633:793,"[{""owner_id"": 116, ""share"": 1.0}]"
1053,"ст. Сковородино, ш. Саратовское, д. 5/2, 756900",Дом,142.7,1,18,2011,16:59:902875:387,"[{""owner_id"": 101, ""share"": 0.59}, {""owner_id"": 274, ""share"": 0.41}]"
1054,"п. Щелково, алл. Ворошилова, д. 8, 229835",Коммерческое,96.8,2,4,2006,25:88:485570:361,"[{""owner_id"": 221, ""share"": 1.0}]"
1055,"клх Ставрополь, ш. Нижнее, д. 4 к. 722, 473650",Квартира,62.9,1,19,1951,39:62:883785:771,"[{""owner_id"": 224, ""share"": 1.0}]"
1056,"п. Шенкурск, ул. Почтовая, д. 864 стр. 2/5, 278735",Квартира,177.2,2,2,1959,17:26:559859:185,"[{""owner_id"": 275, ""share"": 0.14}, {""owner_id"": 291, ""share"": 0.86}]"
1057,"клх Беломорск, наб. Смоленская, д. 71 стр. 3/1, 754939",Дом,128.4,2,10,1966,87:60:601954:674,"[{""owner_id"": 161, ""share"": 1.0}]"
1058,"п. Цимлянск, пер. Степной, д. 6 к. 39, 287835",Квартира,65.0,5,7,2013,55:38:565087:731,"[{""owner_id"": 40, ""share"": 1.0}]"
1059,"п. Тихорецк, алл. Лазурная, д. 573, 330236",Коммерческое,72.7,2,17,1984,50:99:667719:516,"[{""owner_id"": 188, ""share"": 1.0}]"
1060,"ст. Инта, наб. Металлургов, д. 1, 372033",Дом,147.0,5,16,1985,20:36:243792:862,"[{""owner_id"": 178, ""share"": 1.0}]"
1061,"к. Брянск, ул. Кедровая, д. 62 к. 207, 558709",Квартира,26.5,2,23,2006,93:68:219787:22,"[{""owner_id"": 119, ""share"": 0.27}, {""owner_id"": 157, ""share"": 0.3}, {""owner_id"": 284, ""share"": 0.43}]"
1062,"к. Екатеринбург, бул. Горького, д. 7, 119925",Дом,70.0,4,10,1960,17:45:996086:625,"[{""owner_id"": 18, ""share"": 1.0}]"
1063,"п. Москва, пер. Парковый, д. 9/2, 350534",Дом,89.2,1,8,1976,58:33:791982:442,"[{""owner_id"": 10, ""share"": 1.0}]"
1064,"д. Советский, наб. Машиностроителей, д. 6, 166328",Квартира,117.5,3,1,1993,43:85:327062:776,"[{""owner_id"": 157, ""share"": 1.0}]"
1065,"с. Кострома, ш. Парижской Коммуны, д. 262, 635200",Дом,160.9,1,4,2020,59:96:401380:880,"[{""owner_id"": 223, ""share"": 1.0}]"
1066,"г. Мичуринск, наб. Сенная, д. 959, 856977",Коммерческое,66.8,4,15,1980,26:11:394335:819,"[{""owner_id"": 274, ""share"": 0.56}, {""owner_id"": 238, ""share"": 0.24}, {""owner_id"": 218, ""share"": 0.2}]"
1067,"п. Кашира, пр. Железнодорожный, д. 290 стр. 714, 039278",Квартира,199.8,5,10,1993,83:60:140481:631,"[{""owner_id"": 141, ""share"": 1.0}]"
1068,"г. Лазаревское, бул. Донской, д. 4/9 к. 868, 185690",Коммерческое,65.1,5,1,1965,49:82:792874:329,"[{""owner_id"": 138, ""share"": 1.0}]"
1069,"клх Чокурдах, наб. Ушакова, д. 86 к. 18, 727208",Дом,21.6,1,12,2011,91:81:328424:419,"[{""owner_id"": 92, ""share"": 0.47}, {""owner_id"": 228, ""share"": 0.53}]"
1070,"с. Елец, алл. Гафури, д. 75 стр. 1, 830830",Дом,181.5,5,11,1958,66:33:370539:785,"[{""owner_id"": 41, ""share"": 1.0}]"
1071,"д. Шатки, бул. Попова, д. 545 стр. 86, 467490",Коммерческое,51.4,5,21,1956,39:24:786398:40,"[{""owner_id"": 133, ""share"": 0.2}, {""owner_id"": 254, ""share"": 0.8}]"
1072,"д. Тольятти, пр. Химиков, д. 2 стр. 8, 164560",Дом,124.4,1,18,1979,17:43:369950:17,"[{""owner_id"": 260, ""share"": 1.0}]"
1073,"ст. Петушки, наб. Новгородская, д. 880, 920025",Коммерческое,149.3,5,8,1994,23:19:631562:455,"[{""owner_id"": 181, ""share"": 1.0}]"
1074,"к. Качканар, ш. Шаумяна, д. 8/4, 316787",Квартира,56.7,5,12,2003,19:92:547191:897,"[{""owner_id"": 40, ""share"": 1.0}]"
1075,"ст. Пушкин, наб. Запорожская, д. 3/1, 240254",Дом,129.3,3,11,2002,93:57:593549:966,"[{""owner_id"": 13, ""share"": 1.0}]"
1076,"г. Беслан, наб. Речная, д. 999 к. 89, 738872",Коммерческое,24.6,5,7,1990,75:75:921524:596,"[{""owner_id"": 16, ""share"": 0.14}, {""owner_id"": 83, ""share"": 0.71}, {""owner_id"": 189, ""share"": 0.15}]"
1077,"г. Павловский Посад, ул. Краснознаменная, д. 4, 000914",Квартира,138.3,2,13,1960,19:38:692867:516,"[{""owner_id"": 111, ""share"": 0.76}, {""owner_id"": 194, ""share"": 0.24}]"
1078,"п. Эльтон, пер. Космический, д. 274 к. 7/6, 662897",Коммерческое,163.7,5,16,2017,76:66:432335:276,"[{""owner_id"": 281, ""share"": 0.69}, {""owner_id"": 215, ""share"": 0.19}, {""owner_id"": 276, ""share"": 0.12}]"
1079,"г. Троицк (Челяб.), ш. Репина, д. 62 стр. 67, 002230",Дом,184.0,3,8,1996,39:68:430108:767,"[{""owner_id"": 295, ""share"": 1.0}]"
1080,"к. Ачхой Мартан, пр. Семашко, д. 2/3 к. 2, 890418",Коммерческое,33.8,3,21,2011,87:39:570777:806,"[{""owner_id"": 124, ""share"": 0.39}, {""owner_id"": 228, ""share"": 0.24}, {""owner_id"": 210, ""share"": 0.37}]"
1081,"к. Братск, пр. Автомобилистов, д. 381 к. 39, 884479",Квартира,186.6,2,25,2002,96:84:798249:142,"[{""owner_id"": 292, ""share"": 1.0}]"
1082,"ст. Калязин, ул. Энгельса, д. 77 к. 9, 442022",Дом,76.5,1,14,2003,74:28:703992:507,"[{""owner_id"": 147, ""share"": 1.0}]"
1083,"к. Уварово, ш. Пирогова, д. 41 стр. 4/8, 450311",Квартира,177.8,1,6,1965,63:43:902694:568,"[{""owner_id"": 102, ""share"": 1.0}]"
1084,"с. Оленек, пер. Индустриальный, д. 2 стр. 79, 610471",Квартира,170.1,1,23,1971,19:26:639908:888,"[{""owner_id"": 241, ""share"": 0.2}, {""owner_id"": 52, ""share"": 0.8}]"
1085,"ст. Челябинск, алл. Островского, д. 3/5 стр. 7/9, 410341",Дом,83.8,4,23,2021,40:47:224811:345,"[{""owner_id"": 199, ""share"": 1.0}]"
1086,"п. Братск, ул. Заозерная, д. 640 стр. 632, 790447",Квартира,33.3,3,15,2002,90:67:876677:855,"[{""owner_id"": 173, ""share"": 0.9}, {""owner_id"": 56, ""share"": 0.1}]"
1087,"с. Абинск, бул. Прохладный, д. 267 стр. 9, 831031",Коммерческое,44.2,2,24,2015,20:29:108161:608,"[{""owner_id"": 245, ""share"": 1.0}]"
1088,"ст. Охотск, наб. Монтажников, д. 82 к. 8, 074033",Дом,77.7,2,17,1985,22:39:411792:506,"[{""owner_id"": 233, ""share"": 1.0}]"
1089,"к. Южно-Сахалинск, пер. Химиков, д. 493 стр. 536, 264106",Коммерческое,181.5,5,17,2004,46:51:502724:327,"[{""owner_id"": 289, ""share"": 1.0}]"
1090,"п. Россошь, наб. Астраханская, д. 680 к. 7/4, 010896",Коммерческое,178.8,2,14,2016,45:83:745374:322,"[{""owner_id"": 74, ""share"": 0.75}, {""owner_id"": 22, ""share"": 0.25}]"
1091,"с. Витим, наб. Космическая, д. 1/7, 004748",Квартира,41.3,3,16,2006,38:31:402491:962,"[{""owner_id"": 146, ""share"": 1.0}]"
1092,"д. Малгобек, пр. Городской, д. 9 стр. 470, 100770",Коммерческое,155.9,1,20,1955,79:78:937803:200,"[{""owner_id"": 55, ""share"": 0.21}, {""owner_id"": 119, ""share"": 0.22}, {""owner_id"": 143, ""share"": 0.57}]"
1093,"с. Кизел, пр. Комарова, д. 4 стр. 80, 117196",Дом,56.6,5,14,2006,76:26:971406:465,"[{""owner_id"": 14, ""share"": 1.0}]"
1094,"к. Энгельс, алл. Студенческая, д. 5, 155967",Коммерческое,147.1,1,15,2005,73:43:191083:886,"[{""owner_id"": 57, ""share"": 1.0}]"
1095,"п. Кировск (Мурм.), бул. Лермонтова, д. 6/6 стр. 23, 033530",Коммерческое,140.4,3,3,1978,19:51:264340:520,"[{""owner_id"": 143, ""share"": 1.0}]"
1096,"д. Черняховск, алл. Серова, д. 6/4 стр. 2/8, 317394",Коммерческое,152.4,1,23,1990,14:65:205317:955,"[{""owner_id"": 233, ""share"": 1.0}]"
1097,"к. Терней, бул. Деповский, д. 68 к. 6/4, 768714",Коммерческое,139.0,1,21,1951,41:27:714825:386,"[{""owner_id"": 267, ""share"": 0.25}, {""owner_id"": 163, ""share"": 0.75}]"
1098,"к. Чебаркуль, ш. Свободное, д. 7/8, 605581",Квартира,107.2,2,24,2013,46:26:308218:651,"[{""owner_id"": 113, ""share"": 0.31}, {""owner_id"": 101, ""share"": 0.69}]"
1099,"ст. Моршанск, пер. Кедровый, д. 316 к. 1, 989354",Квартира,108.3,5,7,1972,14:63:821401:270,"[{""owner_id"": 265, ""share"": 0.1}, {""owner_id"": 110, ""share"": 0.9}]"
1100,"с. Карпинск, пер. Никитина, д. 614 стр. 8, 393427",Квартира,134.8,4,17,1973,48:39:406305:685,"[{""owner_id"": 299, ""share"": 1.0}]"
1101,"с. Черкесск, наб. Космонавтов, д. 19, 092600",Коммерческое,84.3,4,10,1962,38:24:891634:783,"[{""owner_id"": 201, ""share"": 1.0}]"
1102,"ст. Вытегра, ш. Горное, д. 256 стр. 2/8, 844981",Дом,64.5,4,4,1972,69:50:792702:117,"[{""owner_id"": 229, ""share"": 1.0}]"
1103,"ст. Киров (Вятка), ул. Казачья, д. 58, 990867",Коммерческое,43.1,4,16,2002,97:40:130369:298,"[{""owner_id"": 204, ""share"": 1.0}]"
1104,"клх Кежма, ул. Путевая, д. 9, 773655",Дом,30.9,3,9,1990,62:60:948330:453,"[{""owner_id"": 111, ""share"": 1.0}]"
1105,"д. Джубга, ул. Геологическая, д. 70, 186417",Квартира,68.3,2,11,1955,49:67:529718:227,"[{""owner_id"": 134, ""share"": 1.0}]"
1106,"клх Ярославль, бул. Главный, д. 723 стр. 2, 936835",Коммерческое,57.1,1,20,1992,26:87:665987:21,"[{""owner_id"": 86, ""share"": 1.0}]"
1107,"ст. Славянск-на-Кубани, наб. Пионерская, д. 42 к. 393, 282671",Дом,158.0,5,3,1956,76:36:479687:549,"[{""owner_id"": 11, ""share"": 0.72}, {""owner_id"": 195, ""share"": 0.13}, {""owner_id"": 47, ""share"": 0.15}]"
1108,"д. Комсомольск-на-Амуре, пер. Троицкий, д. 3 к. 35, 444843",Коммерческое,91.2,2,10,1970,57:52:533476:221,"[{""owner_id"": 81, ""share"": 1.0}]"
1109,"д. Гаврилов-Ям, ул. Некрасова, д. 13, 409805",Квартира,26.5,1,25,2017,23:74:517267:811,"[{""owner_id"": 128, ""share"": 1.0}]"
1110,"г. Нальчик, бул. Тельмана, д. 862 к. 1/3, 912046",Дом,74.3,2,21,1981,14:44:886343:127,"[{""owner_id"": 81, ""share"": 1.0}]"
1111,"п. Гдов, алл. М.Горького, д. 1/4 к. 63, 180295",Коммерческое,177.8,1,3,1959,74:63:121133:16,"[{""owner_id"": 194, ""share"": 0.2}, {""owner_id"": 206, ""share"": 0.8}]"
1112,"с. Кинешма, пр. Привольный, д. 8 стр. 6, 924741",Коммерческое,162.7,2,20,1989,51:64:637243:762,"[{""owner_id"": 278, ""share"": 0.18}, {""owner_id"": 78, ""share"": 0.82}]"
1113,"с. Кашхатау, пр. Первомайский, д. 78 к. 75, 611258",Дом,56.5,3,21,2023,70:58:405385:440,"[{""owner_id"": 141, ""share"": 1.0}]"
1114,"п. Каргополь, ш. Луговое, д. 456, 829248",Коммерческое,70.1,3,23,2018,74:41:500984:18,"[{""owner_id"": 209, ""share"": 1.0}]"
1115,"п. Златоуст, ул. Дорожников, д. 31, 365485",Коммерческое,195.5,4,25,1979,67:57:599967:577,"[{""owner_id"": 202, ""share"": 0.67}, {""owner_id"": 191, ""share"": 0.16}, {""owner_id"": 280, ""share"": 0.17}]"
1116,"г. Солнечногорск, ул. Вишневая, д. 1/9, 287416",Дом,45.9,1,4,2021,31:36:613604:608,"[{""owner_id"": 160, ""share"": 1.0}]"
1117,"д. Руза, бул. Димитрова, д. 2, 955510",Дом,131.0,4,17,2022,39:17:904686:506,"[{""owner_id"": 73, ""share"": 1.0}]"
1118,"г. Аршан (Бурят.), ул. Лермонтова, д. 3 стр. 36, 003607",Коммерческое,80.8,2,2,1991,98:82:727814:417,"[{""owner_id"": 160, ""share"": 1.0}]"
1119,"п. Москва, МГУ, алл. Камская, д. 334, 375391",Дом,118.2,3,21,1980,51:69:843302:495,"[{""owner_id"": 138, ""share"": 0.7}, {""owner_id"": 108, ""share"": 0.3}]"
1120,"ст. Уфа, ш. Боровое, д. 7/4, 669687",Квартира,96.6,1,13,1966,11:30:645195:767,"[{""owner_id"": 42, ""share"": 1.0}]"
1121,"п. Каргасок, наб. Королева, д. 5, 061664",Дом,176.6,1,2,2004,73:31:756581:823,"[{""owner_id"": 102, ""share"": 1.0}]"
1122,"г. Усмань, наб. Толстого, д. 215 к. 7/5, 962809",Коммерческое,177.4,4,13,1951,47:25:556633:302,"[{""owner_id"": 72, ""share"": 1.0}]"
1123,"г. Глазов, ул. Карла Маркса, д. 796 к. 631, 552322",Дом,121.5,2,5,1987,76:97:314393:823,"[{""owner_id"": 139, ""share"": 0.36}, {""owner_id"": 268, ""share"": 0.64}]"
1124,"д. Уссурийск, пр. 9 Января, д. 4, 404762",Коммерческое,128.8,4,15,1976,52:27:272216:537,"[{""owner_id"": 191, ""share"": 1.0}]"
1125,"д. Ногинск (Моск.), ш. Загородное, д. 315, 586277",Квартира,47.1,1,1,1989,99:34:308947:711,"[{""owner_id"": 243, ""share"": 0.35}, {""owner_id"": 6, ""share"": 0.65}]"
1126,"г. Кижи, пр. Томский, д. 530, 880971",Дом,37.0,5,15,1970,18:54:767254:573,"[{""owner_id"": 235, ""share"": 1.0}]"
1127,"ст. Миллерово, алл. Проточная, д. 6, 592055",Дом,71.2,4,19,1989,57:89:904246:413,"[{""owner_id"": 177, ""share"": 0.84}, {""owner_id"": 8, ""share"": 0.16}]"
1128,"к. Саянск, пер. Целинный, д. 937 к. 50, 762745",Коммерческое,59.0,2,9,2022,23:26:935593:535,"[{""owner_id"": 288, ""share"": 0.16}, {""owner_id"": 278, ""share"": 0.2}, {""owner_id"": 104, ""share"": 0.64}]"
1129,"с. Абакан, пер. 70 лет Октября, д. 1/2 стр. 3, 133689",Дом,123.6,5,20,1985,88:95:596403:215,"[{""owner_id"": 197, ""share"": 1.0}]"
1130,"г. Токсово, наб. Гафури, д. 2/3, 074611",Квартира,36.4,5,5,1968,31:70:100258:332,"[{""owner_id"": 119, ""share"": 1.0}]"
1131,"д. Шадринск, пр. Гвардейский, д. 7, 338788",Квартира,112.1,4,14,2010,51:48:624681:779,"[{""owner_id"": 27, ""share"": 1.0}]"
1132,"д. Норильск, бул. М.Горького, д. 484 стр. 7/4, 900737",Дом,87.9,4,23,2010,55:49:979387:535,"[{""owner_id"": 287, ""share"": 1.0}]"
1133,"ст. Кяхта, пр. Калужский, д. 5 к. 707, 626543",Коммерческое,171.6,2,21,1985,28:65:687712:453,"[{""owner_id"": 41, ""share"": 1.0}]"
1134,"ст. Новокузнецк, ул. Черняховского, д. 643 стр. 99, 907996",Коммерческое,41.6,4,21,1994,32:13:483450:876,"[{""owner_id"": 129, ""share"": 1.0}]"
1135,"с. Терскол, бул. Минина, д. 7, 678434",Коммерческое,96.3,5,18,1974,58:57:287700:956,"[{""owner_id"": 178, ""share"": 1.0}]"
1136,"ст. Касимов, пр. Гражданский, д. 8/7, 350078",Коммерческое,55.1,5,10,1992,22:57:366086:515,"[{""owner_id"": 6, ""share"": 0.45}, {""owner_id"": 101, ""share"": 0.55}]"
1137,"д. Енисейск, алл. Ивановская, д. 5, 336999",Коммерческое,146.8,3,21,1957,83:13:852908:950,"[{""owner_id"": 140, ""share"": 0.61}, {""owner_id"": 18, ""share"": 0.18}, {""owner_id"": 141, ""share"": 0.21}]"
1138,"д. Нальчик, ш. Московское, д. 23 стр. 66, 273551",Дом,51.3,5,4,1954,57:13:742693:916,"[{""owner_id"": 233, ""share"": 1.0}]"
1139,"п. Кузнецк, бул. Цветочный, д. 32 стр. 84, 146950",Квартира,30.1,1,11,1962,79:45:993990:199,"[{""owner_id"": 91, ""share"": 0.17}, {""owner_id"": 68, ""share"": 0.83}]"
1140,"к. Нурлат, бул. Микрорайон, д. 120 к. 2/8, 136445",Дом,170.7,3,23,1971,85:56:641422:15,"[{""owner_id"": 9, ""share"": 1.0}]"
1141,"ст. Павловский Посад, ш. Большое, д. 489, 270650",Коммерческое,46.6,3,3,1972,66:15:388909:624,"[{""owner_id"": 207, ""share"": 0.15}, {""owner_id"": 214, ""share"": 0.64}, {""owner_id"": 32, ""share"": 0.21}]"
1142,"г. Елатьма, ш. Кавказское, д. 60, 446853",Дом,51.1,1,10,1985,81:54:223432:350,"[{""owner_id"": 259, ""share"": 1.0}]"
1143,"к. Нязепетровск, ш. 50 лет Октября, д. 1 к. 46, 607778",Коммерческое,187.4,1,4,1961,33:21:294677:326,"[{""owner_id"": 45, ""share"": 1.0}]"
1144,"п. Джейрах, пр. Хуторской, д. 146 к. 482, 962690",Квартира,162.0,2,21,1997,68:20:859459:966,"[{""owner_id"": 11, ""share"": 1.0}]"
1145,"п. Бирск, пр. Грибоедова, д. 1 стр. 2/8, 670151",Коммерческое,156.0,2,10,1956,58:46:286650:286,"[{""owner_id"": 98, ""share"": 1.0}]"
1146,"г. Каргополь, ш. Снежное, д. 5 стр. 876, 162183",Дом,60.7,2,9,1975,32:47:371952:715,"[{""owner_id"": 162, ""share"": 1.0}]"
1147,"д. Брянск, пер. Авиационный, д. 3/2 стр. 153, 122600",Дом,83.9,3,12,2016,67:90:820413:852,"[{""owner_id"": 48, ""share"": 1.0}]"
1148,"д. Кировск (Мурм.), пр. 9 Января, д. 3 стр. 1/6, 985788",Дом,48.0,5,7,2005,54:92:950299:699,"[{""owner_id"": 300, ""share"": 1.0}]"
1149,"д. Долинск, пр. Каштановый, д. 92, 126980",Коммерческое,119.3,3,3,2015,36:43:328856:479,"[{""owner_id"": 107, ""share"": 0.66}, {""owner_id"": 176, ""share"": 0.34}]"
1150,"с. Пятигорск, пер. Шевченко, д. 84 к. 1/7, 647245",Коммерческое,138.5,2,16,1967,69:85:438680:382,"[{""owner_id"": 60, ""share"": 1.0}]"
1151,"с. Кедровый, пер. Вавилова, д. 8 к. 9/9, 070946",Дом,146.2,3,1,1970,63:70:450971:345,"[{""owner_id"": 18, ""share"": 1.0}]"
1152,"с. Серпухов, пр. Дальний, д. 99, 284268",Квартира,184.4,3,6,2009,79:33:888576:23,"[{""owner_id"": 52, ""share"": 1.0}]"
1153,"д. Домодедово, бул. Кирпичный, д. 5/2 к. 1/1, 371860",Коммерческое,123.7,4,24,2001,70:41:364843:741,"[{""owner_id"": 234, ""share"": 1.0}]"
1154,"клх Пермь, пер. Комсомольский, д. 71 стр. 5/8, 127983",Дом,142.1,3,2,1979,74:23:541435:437,"[{""owner_id"": 173, ""share"": 1.0}]"
1155,"ст. Кузнецк, пер. Ватутина, д. 55, 601991",Квартира,112.2,3,20,2017,35:82:888371:143,"[{""owner_id"": 296, ""share"": 0.57}, {""owner_id"": 206, ""share"": 0.43}]"
1156,"д. Саранск, бул. Стадионный, д. 1/9, 715207",Квартира,194.7,3,25,1968,54:68:515229:170,"[{""owner_id"": 171, ""share"": 1.0}]"
1157,"клх Белоярский, ш. Февральское, д. 443 к. 9/6, 967246",Квартира,178.9,3,10,1960,33:40:999428:209,"[{""owner_id"": 76, ""share"": 1.0}]"
1158,"к. Бомнак, ул. Советская, д. 270, 850205",Квартира,143.2,3,1,2011,30:54:204766:483,"[{""owner_id"": 126, ""share"": 1.0}]"
1159,"к. Лысьва, пр. Ростовский, д. 39 стр. 310, 599747",Коммерческое,58.2,4,22,1998,69:41:900122:939,"[{""owner_id"": 202, ""share"": 1.0}]"
1160,"ст. Шатой, наб. Микрорайон, д. 5 к. 35, 942041",Дом,157.3,2,13,1991,46:96:865850:894,"[{""owner_id"": 66, ""share"": 1.0}]"
1161,"г. Нижнекамск, алл. Гончарова, д. 1 стр. 2, 379376",Коммерческое,32.9,4,22,1953,38:87:286814:787,"[{""owner_id"": 202, ""share"": 1.0}]"
1162,"с. Тында, бул. Достоевского, д. 685, 174905",Дом,110.3,1,20,2000,19:92:341249:142,"[{""owner_id"": 186, ""share"": 1.0}]"
1163,"д. Тимашевск, наб. Абрикосовая, д. 480, 862405",Квартира,74.3,1,11,1999,93:33:546390:155,"[{""owner_id"": 23, ""share"": 1.0}]"
1164,"к. Набережные Челны, пер. Николаева, д. 52, 352791",Коммерческое,167.8,1,9,2003,32:30:517559:699,"[{""owner_id"": 199, ""share"": 1.0}]"
1165,"г. Березники, пер. Попова, д. 784 стр. 9/9, 932135",Дом,165.1,3,22,1962,93:61:942583:827,"[{""owner_id"": 55, ""share"": 1.0}]"
1166,"д. Карталы, ш. Просвещения, д. 94, 022642",Квартира,123.4,4,22,2008,11:72:785577:983,"[{""owner_id"": 164, ""share"": 1.0}]"
1167,"клх Данков, наб. Толстого, д. 9, 987819",Квартира,74.5,3,24,1964,87:67:626449:382,"[{""owner_id"": 217, ""share"": 1.0}]"
1168,"ст. Лесной (Сверд.), бул. Ореховый, д. 8 к. 7, 429371",Квартира,161.4,4,18,1999,96:20:257692:8,"[{""owner_id"": 172, ""share"": 0.88}, {""owner_id"": 274, ""share"": 0.12}]"
1169,"клх Соль-Илецк, ул. Васильковая, д. 2/8, 758045",Квартира,112.7,5,24,2008,65:16:587339:289,"[{""owner_id"": 133, ""share"": 1.0}]"
1170,"с. Светлогорск (Калин.), пер. Толбухина, д. 9/9 к. 8/6, 458474",Дом,86.1,5,22,1997,42:64:453854:692,"[{""owner_id"": 251, ""share"": 1.0}]"
1171,"к. Адлер, пер. Геологический, д. 16, 962751",Коммерческое,68.1,3,12,2003,12:67:440401:305,"[{""owner_id"": 13, ""share"": 1.0}]"
1172,"с. Красная Поляна, пер. Нагорный, д. 924 стр. 5, 936561",Дом,151.7,5,24,2000,41:32:188129:548,"[{""owner_id"": 58, ""share"": 1.0}]"
1173,"с. Усть-Камчатск, алл. Шахтерская, д. 80 к. 565, 531602",Коммерческое,108.8,3,12,2008,98:89:355958:941,"[{""owner_id"": 75, ""share"": 1.0}]"
1174,"клх Малая Вишера, алл. Цветочная, д. 37, 186244",Квартира,78.8,1,5,1962,58:75:860636:81,"[{""owner_id"": 269, ""share"": 0.47}, {""owner_id"": 292, ""share"": 0.53}]"
1175,"с. Калач, ш. Гвардейское, д. 41, 782878",Дом,92.1,2,24,1982,93:20:977504:935,"[{""owner_id"": 155, ""share"": 1.0}]"
1176,"с. Буйнакск, бул. Победы, д. 9 к. 9, 635654",Квартира,122.8,3,20,2015,79:41:827981:819,"[{""owner_id"": 60, ""share"": 1.0}]"
1177,"п. Яр-Сале, бул. Смоленский, д. 3 стр. 928, 690594",Дом,58.7,4,9,1973,45:74:804055:47,"[{""owner_id"": 294, ""share"": 1.0}]"
1178,"п. Уварово, алл. Лунная, д. 1/6 стр. 40, 329887",Коммерческое,71.3,1,14,1976,12:63:789137:133,"[{""owner_id"": 93, ""share"": 1.0}]"
1179,"п. Ессентуки, алл. Космодемьянской, д. 9/7, 277862",Коммерческое,162.2,3,4,1978,38:12:843449:333,"[{""owner_id"": 237, ""share"": 1.0}]"
1180,"п. Соликамск, пер. Леонова, д. 1/4, 087783",Коммерческое,148.2,4,19,2003,91:86:444721:555,"[{""owner_id"": 148, ""share"": 1.0}]"
1181,"г. Алагир, алл. Курская, д. 64 к. 8, 562327",Квартира,81.7,3,12,2006,29:69:995857:761,"[{""owner_id"": 286, ""share"": 1.0}]"
1182,"г. Красноселькуп, алл. Лазо, д. 8 к. 30, 322857",Коммерческое,50.6,4,9,2001,14:94:993692:586,"[{""owner_id"": 273, ""share"": 1.0}]"
